application_id,age,annual_income,loan_amount,credit_history_length,previous_defaults,employment_type,credit_score,risk_label
4d124190-e551-4a52-b3c7-f44af14b9532,24,27159,21638,12,2,Self-Employed,770,Low
565b66a0-df4c-4fb1-a141-e76bfe9f74b1,34,30666,18012,9,3,Unemployed,803,Low
0e1b1b52-06d9-4a31-87d9-eb5f7141d4c3,44,31124,9578,19,0,Salaried,739,Low
0c8cd081-c94c-4454-b304-2f412dbeda71,46,102982,19548,11,1,Self-Employed,700,Low
a07b86db-6f04-48bd-9a8c-e3516a4d84a6,56,88506,17576,9,3,Self-Employed,754,Low
cfc8b028-037c-4e2b-834e-3e54c2784901,46,54479,5213,5,3,Unemployed,731,Low
a1645576-b647-41cc-a2ff-a525149bb8c6,62,115670,28212,20,2,Self-Employed,757,Low
a878c0ce-1668-4bb7-aa4d-85d6cc182cf1,39,33653,18947,4,0,Salaried,779,Low
9934e269-b35c-47a0-bbd9-0364893020e8,24,85981,24153,8,3,Salaried,752,Low
a9d29966-426a-44a4-9592-e09d032626e1,26,63142,17704,8,3,Self-Employed,827,Low
7c2c4681-fa60-44b3-9c47-26f276c7c71e,54,95246,16350,8,0,Unemployed,810,Low
75a8e079-8b3d-4fdd-8fbb-02fcb7337a89,42,61314,28855,20,2,Self-Employed,705,Low
491c7c75-d094-4692-836f-9e9112010408,49,45465,21735,16,1,Unemployed,845,Low
0b0d6786-a3ed-47c4-a13a-295ee8d753a2,32,31616,16004,2,2,Self-Employed,811,Low
c544f9dc-82e4-4437-a38c-6eb4abb44345,23,67168,21496,5,3,Unemployed,784,Low
8747f0fc-ea68-4c58-a93b-2c9120b124a5,45,64352,28464,6,3,Salaried,744,Low
0a9f8862-b3af-42aa-94d9-52e59bbe7460,49,72339,27192,10,0,Unemployed,812,Low
4e5ee45e-363c-416d-b0e7-a802c861fca8,54,33939,9105,13,3,Salaried,793,Low
e2ebb679-2107-4fce-9c78-616ff3b901d3,23,33061,13177,17,3,Self-Employed,817,Low
2b9719b0-3626-409d-8631-52515d762205,31,53518,5169,5,3,Unemployed,802,Low
d77761d2-86d6-45cc-875c-0cda34391326,58,85714,12854,7,2,Self-Employed,788,Low
c8c9ec10-82e2-4895-b9f2-baec661bf2ab,41,105754,6495,1,2,Unemployed,799,Low
dd5d44bb-d7fd-4931-a7c4-dd94853114e9,33,41263,4421,16,0,Salaried,759,Low
acb0839e-6db8-4fa9-9ba1-7678b416f768,45,61392,24732,8,1,Unemployed,835,Low
1181c787-7bdc-4245-81ee-fa0b9c2dc4f3,24,83071,15863,4,2,Unemployed,773,Low
acac179c-2f54-49ee-8564-c20a07fb2bf1,43,29240,26546,12,3,Self-Employed,769,Low
68d90a5d-9f65-4321-b40e-18b1391bba84,26,43581,27416,19,3,Unemployed,731,Low
f455198c-9034-42ab-9698-c387fe9c404c,22,36752,16680,9,0,Unemployed,725,Low
1dee455a-c5ab-4528-88c5-f212d0dc8570,65,98516,22394,8,2,Unemployed,735,Low
8c03fdaf-e4c9-4e34-bbab-2021de23a8e1,43,42574,9313,18,2,Salaried,769,Low
d29bd325-1e3c-47e2-98b3-6de4c3c54e9d,30,119671,22716,1,2,Self-Employed,723,Low
a5765757-005a-4875-83b1-7438641cef7a,35,40294,24606,9,0,Salaried,765,Low
72d626d0-6609-4ac7-94c4-a8a237ada5cc,62,68087,29443,6,0,Salaried,818,Low
a7f08ce3-d5ae-4b78-a32f-dd9c28add4da,33,100680,8527,4,1,Unemployed,822,Low
0bac6f4b-c09f-417f-97f4-446070dd8f05,48,94953,3816,2,1,Salaried,817,Low
827a5a17-3bc1-4dfa-b822-7eae43fb1e93,55,37983,16442,8,0,Salaried,808,Low
f1d1753b-d7b8-49d6-aa97-06ad0da0d78b,60,84199,17195,5,2,Self-Employed,739,Low
b2b09029-1915-40b6-b7a6-296d5d33ce95,33,58005,15865,6,1,Unemployed,787,Low
9d222d0e-b624-48de-b86e-33c8c4ec35f6,44,87809,25718,3,0,Salaried,837,Low
6a10251c-1dac-408e-8787-746b382a1e52,51,35411,10005,9,0,Salaried,705,Low
d9a02b1c-6867-488b-985e-85e738a733f0,61,102042,22916,11,1,Salaried,773,Low
f839b84d-2164-4c3f-bcfd-c4122de69e0b,27,79932,3855,7,0,Salaried,751,Low
59717427-a3c8-4171-80e7-14ca8b1abeb0,53,82348,21378,10,0,Self-Employed,773,Low
860ff90b-2969-46ac-bb93-ac56a2736e03,34,32150,8178,11,1,Salaried,764,Low
0cf24fd1-054b-40f5-a8f5-2768407f84d5,26,86352,21158,7,1,Salaried,810,Low
7d6e5f7d-c6a7-4afd-a889-747b4103e6a1,45,28329,13712,8,2,Self-Employed,831,Low
e54b5fa2-e387-4d13-a5e9-0b9f851e739f,62,87209,26951,5,0,Self-Employed,761,Low
c177c584-bf26-4353-be8c-06b6eac812c1,22,77493,22531,15,3,Self-Employed,702,Low
baf183dd-6bca-477e-a136-5e5eedb8ebee,40,93581,4110,4,3,Self-Employed,751,Low
974a09e0-9960-496f-a42b-6ed241812bc0,51,68059,8477,8,0,Self-Employed,717,Low
5e55f78d-9607-4e5a-b5cc-2a3e494390d6,43,107501,6047,8,2,Self-Employed,848,Low
857c112f-d5d4-46c9-88ad-c615c037df89,59,95515,25679,8,3,Self-Employed,762,Low
16713848-686a-4a0f-9c0f-03458b25df16,49,115727,14231,15,1,Self-Employed,761,Low
f272e3d9-c929-4edb-886d-33766f32074e,38,58928,28455,2,2,Unemployed,802,Low
fcba23e6-74ab-4689-91c9-a1efee0388f0,57,96390,28994,12,1,Unemployed,737,Low
c2f0203b-5a5b-4653-838a-410b26d5dfbb,27,27302,7611,16,2,Unemployed,761,Low
8e08ffbf-5514-4afe-a0f8-f1d5d6724027,25,69394,26479,20,3,Unemployed,770,Low
791c42d5-a8b8-4714-bb4a-bc5010296e9d,52,89425,11156,6,2,Unemployed,787,Low
40871157-5df0-4958-a4c7-62ad0966e790,53,73945,18715,16,3,Unemployed,779,Low
1b0cb962-d0f3-453c-a733-490af2606b3c,32,36746,15637,10,0,Unemployed,796,Low
7244bb45-ebd4-42e6-b6bb-5efc6a661436,42,77013,3504,5,3,Self-Employed,735,Low
7e85e602-c06a-48d5-a466-378331dcbece,36,106468,22516,6,0,Self-Employed,701,Low
b2d40f44-b7a4-42dd-ad8d-0e1c03da35bf,47,112260,9599,2,0,Unemployed,730,Low
1d677627-eea5-4ea5-8608-307b3e7338f0,53,28138,23682,1,2,Self-Employed,778,Low
7ef60939-696c-4007-aea5-54aff5e5f36a,34,92949,4682,9,2,Salaried,797,Low
0986c32a-81af-4f52-b1d4-8d134f997d5c,30,116561,13050,15,3,Salaried,715,Low
44e80f9a-58f4-4f2a-91e9-147e308bd704,48,68326,28900,17,1,Unemployed,787,Low
f95a9892-c1b6-4849-a341-e260416a48b7,58,26874,6247,3,0,Self-Employed,754,Low
50ee7e1d-dc7c-44d5-bd79-48ac48f32a76,29,93197,21779,4,3,Salaried,792,Low
5a1b1451-b2ca-466b-8c39-41aabd545fde,42,91571,5125,14,0,Salaried,818,Low
7ec0dfd8-64c1-4cc9-96d2-d302bbefeaae,31,60037,23372,19,2,Self-Employed,754,Low
5497aeca-b2c3-41be-86df-bbc83e94f1fc,65,68609,24941,18,0,Self-Employed,797,Low
62c20a16-1b8d-40bf-924c-896571454c18,35,90605,11982,1,0,Salaried,814,Low
5aaf1b92-c40f-472a-b796-c001baf0da1d,37,112135,6403,10,2,Unemployed,850,Low
b0866ae5-73db-4d04-abd6-646945ec7b6e,55,91968,28800,11,0,Salaried,726,Low
6ce23723-e81e-4feb-bdce-6720fa1bcdc6,24,113733,13744,7,2,Unemployed,758,Low
06f2571e-8a5f-4b37-af14-c947f9b4c6fd,65,61087,28961,17,1,Salaried,786,Low
7a516c7b-748c-4dac-95d1-7bfe405ba669,45,111907,20978,5,2,Self-Employed,743,Low
f8232809-2f69-42d2-a22e-2445d0a5f906,40,97247,21439,2,2,Unemployed,710,Low
2396b980-e769-4d49-8e76-ceea9ae25d07,58,86937,8553,8,3,Salaried,813,Low
3437e4b7-979d-40ac-9821-8774b8e48170,60,109119,8945,9,2,Self-Employed,754,Low
918643c7-2148-4e71-9772-f453475a31e8,48,67005,7030,12,3,Unemployed,843,Low
bea93941-805b-4bc3-bf50-91f2468c6dc3,46,104004,21523,2,1,Self-Employed,766,Low
a01650cd-81fc-47ff-8c25-3f165e2cac0c,57,115254,25171,15,2,Unemployed,710,Low
b3e968c7-438d-4b72-ac5f-7a3f8b17c3a4,31,119758,10708,10,1,Unemployed,702,Low
248ddb9f-0773-4c9e-88d6-001b78a9b734,31,37291,22235,19,0,Self-Employed,796,Low
5b58879a-4b05-4a6e-968e-a29bc5593b0b,27,88361,12684,14,2,Unemployed,708,Low
676bb931-e87d-4110-8371-9282e65be6c3,35,106303,18187,2,0,Unemployed,803,Low
83c5049b-21b4-4771-9156-0158fb2b06c7,22,50787,20494,3,2,Salaried,737,Low
0188c298-75eb-42f8-ac77-5a482138ce6d,37,31240,28146,8,2,Self-Employed,786,Low
697cadb8-a9a1-4e8e-a817-9ed41710fc66,64,94348,17217,1,1,Salaried,702,Low
ed7f733b-49ba-42b6-adf2-73e47e4de78b,54,26790,11850,18,0,Self-Employed,807,Low
16e09fb3-c29a-4c3b-a9d9-4e5904dd57ee,51,76218,27319,19,2,Salaried,786,Low
5d56380e-ba55-4278-a30d-247a70e62994,24,89554,15363,4,3,Self-Employed,574,Medium
b7333bf5-05d0-4ccc-ac3b-2f12567c754b,28,102595,12214,3,0,Self-Employed,692,Medium
87c9c04b-cba8-4c07-ba7c-9eb86ff41730,59,114165,13362,20,3,Salaried,583,Medium
15d4b18b-eea8-4b8e-b668-180ddbfb6d2b,65,117909,18495,11,2,Unemployed,635,Medium
36c4b5db-7def-4dd1-adc8-d780f728c1c9,53,75172,19936,19,1,Unemployed,582,Medium
1a60df2f-c0a9-426b-85a1-692a824f850a,59,110563,10353,19,0,Unemployed,661,Medium
7a613e93-0307-49ac-b842-84a176db39df,32,68314,24261,18,2,Unemployed,608,Medium
10db6aa8-7823-4ef6-b25e-e721d2ac1860,26,67375,4675,7,0,Self-Employed,589,Medium
444a5b07-b3b1-4a34-83f6-f53f8d66adf4,22,84128,21387,4,2,Unemployed,661,Medium
97f07aff-3443-44b9-aeeb-c1f8fa938b77,54,113698,26724,7,0,Self-Employed,684,Medium
3e9381ba-2373-4a46-a5b8-6f8db93a15ce,27,51694,5129,7,3,Salaried,632,Medium
93390298-d4d6-4a39-b2d2-cff6f8c31bbf,25,101414,25299,7,1,Salaried,574,Medium
857a1e4f-16d5-4ad0-8a15-153db6d3c501,47,102025,3136,11,2,Self-Employed,664,Medium
a14baf4d-44bb-4863-beab-df08c57a20d3,49,109703,4826,14,0,Self-Employed,690,Medium
71f09a35-d1a4-4ee8-a701-3256eb587ca9,51,80196,28705,12,3,Salaried,595,Medium
644f4fe3-8610-4d5f-a262-343b5f451e79,42,87353,4318,19,2,Self-Employed,623,Medium
d1582801-8b2b-4cd9-bf0d-e5960fbcbda0,64,110837,8470,2,0,Unemployed,642,Medium
8cfc436e-245d-41be-98b1-d43f7b1efdc0,58,88755,21357,18,2,Salaried,598,Medium
8fb6cf81-a1ad-4013-9077-cd3b5717696b,65,44721,14405,8,0,Salaried,633,Medium
7313c0e4-4f6c-4fe2-b74b-bc3164489d8a,57,114583,14041,16,0,Self-Employed,559,Medium
1274fec2-23d2-499b-9035-be0dd98aa86f,49,62248,12139,9,0,Self-Employed,583,Medium
aa6352c5-5ac7-46ef-b9c0-00db97c6da21,31,36514,12112,9,2,Salaried,583,Medium
a5e0942b-ad52-4ba0-96a9-b4c2e90f3cfe,55,36675,6986,9,2,Self-Employed,579,Medium
1c41c9c8-e363-40db-96c7-8b5030357d9f,50,95329,7966,16,1,Salaried,607,Medium
3b24428a-e992-4ca3-82f0-f1784410fd81,25,103314,21708,13,0,Unemployed,621,Medium
f0e711ce-cbac-4cc4-a841-83efa189f283,33,72424,12545,8,2,Unemployed,649,Medium
d9dcecc9-f0dc-4436-8a14-6b8d33222f3b,26,32939,18127,3,2,Unemployed,613,Medium
7ee57965-f7fc-4cf4-943e-e3b188443b81,32,107141,18792,7,0,Salaried,695,Medium
0183ab97-4261-4901-8248-6eee28273fd3,42,110661,28879,15,3,Salaried,623,Medium
92de1c54-cfa6-4577-8ed0-d86e6ddb6855,28,112584,10528,16,0,Unemployed,662,Medium
c9b4c9c5-7e71-49fa-b4d8-e39a30d34e76,45,75102,7649,4,3,Salaried,685,Medium
98e8289e-b7a0-43f8-b849-bd25bdfc5c72,36,55549,29091,5,2,Self-Employed,677,Medium
55c276af-64b3-4425-b21c-7ad4a152c3b7,39,111090,25696,8,3,Self-Employed,641,Medium
cc09fd76-cd5e-4ffa-b5ed-a95427fd0e61,51,62252,5086,12,1,Self-Employed,629,Medium
19ed882a-79b3-400f-9c1d-f955329756ac,35,110221,13411,12,3,Salaried,557,Medium
6cb64c57-6c09-4993-9963-562e89dc4aba,30,111190,22449,4,2,Self-Employed,569,Medium
7778f9ee-de75-4218-aa6f-c46486c1bdc7,60,37667,5528,10,0,Self-Employed,686,Medium
f8d51349-4a0a-4da0-8950-47c71fd1ae93,27,33017,25450,19,1,Self-Employed,616,Medium
3938a371-f742-40fb-98cb-eea791d2c2e3,29,25842,16145,3,3,Unemployed,688,Medium
4a33a259-0b16-478a-b61d-07b660dd6a8e,25,69048,5218,5,1,Salaried,603,Medium
52224729-fb38-4c32-a0cb-a9afe909c89a,39,99225,5581,9,3,Unemployed,568,Medium
5cb51e81-a011-443b-a2e9-d053d96e7218,45,82011,4318,19,3,Unemployed,629,Medium
95609e88-f8d6-4538-af20-162f96e59aeb,23,83813,5976,12,0,Salaried,597,Medium
004db853-7300-4077-a8d7-7dd8aea268f4,43,28563,21892,12,1,Salaried,679,Medium
8360ff17-eba6-4afc-ac5f-3159089942ab,54,35307,17390,20,1,Self-Employed,698,Medium
5d28deb9-c85f-410a-a816-24d798df9383,33,114374,20858,14,0,Salaried,556,Medium
b0bef54e-2647-4ae6-9eeb-a0e5fd63217a,25,44471,25288,15,3,Unemployed,696,Medium
bebb0a3a-b9f3-4c3d-ad40-775f481cffb7,59,29399,14733,1,2,Salaried,604,Medium
a3148886-3990-432a-97fc-8657a440aeca,33,87626,27131,19,0,Salaried,657,Medium
44fecebc-6537-429e-912f-ff6f1f7cd8e9,30,54348,13916,6,0,Unemployed,599,Medium
1508ec42-2ab7-457e-8ef3-01afaf04278c,33,56197,20424,3,1,Unemployed,550,Medium
88d8c878-3787-4374-82c2-b52afb546338,61,99586,19738,11,1,Salaried,603,Medium
69f4edbf-77ae-4c39-a522-03bd921e1925,63,65344,14046,3,0,Self-Employed,685,Medium
b04562d0-aa5b-4bdf-9155-0c269b97df9c,32,34986,22861,4,0,Self-Employed,674,Medium
4641e7f1-6bb2-42ad-a264-bd739cd96231,51,97746,24288,8,1,Salaried,568,Medium
c691d39b-0dba-4c83-bfdb-33be4d1f1cad,24,86046,29805,18,1,Unemployed,556,Medium
65debbc8-4d35-41b7-a766-0820601f7742,55,104522,20864,14,2,Salaried,605,Medium
057de436-b459-425a-98df-e86c5855fbc7,31,98305,23884,17,2,Unemployed,627,Medium
1f85fcd0-d0df-47a3-94bb-086c21a81d54,58,68574,10825,13,2,Self-Employed,583,Medium
59063043-5014-411a-bf48-d506470616c0,38,81335,19186,12,1,Self-Employed,618,Medium
66697472-6686-44dd-bc0a-062d16163f56,53,39995,12574,2,0,Self-Employed,620,Medium
8c45ac27-183f-4d7e-849b-40a4d05f00d0,56,97172,28526,13,2,Self-Employed,594,Medium
50c6452d-477a-4d41-bff5-594c134b3989,44,70032,20389,5,1,Self-Employed,560,Medium
9ac9e893-a806-4a3a-8575-e1e3ec899390,57,38409,22336,18,0,Unemployed,639,Medium
1711c833-af49-45ce-9d7b-f4054f5c2ac6,22,36276,23922,20,2,Salaried,638,Medium
040caf7f-ce91-4e8f-ac06-eb2db4caf537,65,107347,21043,11,0,Self-Employed,601,Medium
5674d80e-fbed-4f51-b8f5-c3a08094ddd6,63,118128,14222,16,3,Salaried,682,Medium
169bef41-6ea4-4511-b323-440c4018787f,32,72637,25446,19,0,Unemployed,642,Medium
c4f475d1-8b51-4508-b5b2-57bafa132c09,47,115633,28510,12,3,Self-Employed,693,Medium
56e6e0e4-adb3-44da-ac8a-1489bc4385f1,58,84402,24006,14,1,Salaried,638,Medium
cb6136aa-daf3-47c4-bdcd-a28a9f8315b2,39,71969,18015,11,3,Salaried,640,Medium
f1bec73e-f37b-4cb7-b293-e236dc778c83,22,29173,16184,18,2,Self-Employed,639,Medium
eaa9e53a-80b7-4b1e-a007-26704a4dbe53,50,113749,19486,7,0,Salaried,633,Medium
3d095c56-abe4-4075-ba2a-9ea2cb9e8c4a,46,108574,12100,14,0,Self-Employed,556,Medium
29cbfafb-bd81-4209-acf2-035d877b858f,63,94065,19282,13,3,Unemployed,555,Medium
