application_id,credit_score,risk_label,cloud_cpu_hours,cloud_storage_gb,estimated_cost
a3271329-d624-4a54-b9f9-7ff0679d40a9,720,Low,0.5,1.2,0.22
02573f46-5633-4652-8f3d-e4d7c7852063,799,Low,0.5,1.2,0.22
e04c861a-010c-4ae6-a3c9-de9f26ccce4f,742,Low,0.5,1.2,0.22
137b783a-85c7-42de-939a-da761b3f3a34,836,Low,0.5,1.2,0.22
829a3f1b-8b9b-4a36-b012-b0c391ce1aee,800,Low,0.5,1.2,0.22
7b84678e-7d77-4008-91d9-760879ef653f,826,Low,0.5,1.2,0.22
75098738-f7c5-4b14-b327-709412157025,836,Low,0.5,1.2,0.22
1d867ca7-4bf6-4a4f-9d66-1ca38de0b8f1,772,Low,0.5,1.2,0.22
17114f23-1c8c-4966-9115-4d6d4ee8a56b,719,Low,0.5,1.2,0.22
1811df9e-c25b-4edf-a88f-e5ad9cc9b2dc,765,Low,0.5,1.2,0.22
1c953d3e-99b5-458e-9d18-0ae85d15c08a,841,Low,0.5,1.2,0.22
42ce2f91-2084-4ea1-abf6-1ba8cbbeb4b8,746,Low,0.5,1.2,0.22
001bb32a-8a1e-4fe4-8bb2-75fd1b2a35ac,709,Low,0.5,1.2,0.22
527005e0-d7db-4704-aa5b-176892089e4c,789,Low,0.5,1.2,0.22
00a21d27-b74b-49f6-8d76-86924823fde4,742,Low,0.5,1.2,0.22
daee06e7-6a6d-47f6-91b1-246187970437,709,Low,0.5,1.2,0.22
80130b33-097a-433c-a831-a259912911b0,722,Low,0.5,1.2,0.22
848e708b-0460-41e8-80e5-170b7a1b2842,820,Low,0.5,1.2,0.22
771595a2-6fec-4c30-8aa1-b17fc4a4ef58,833,Low,0.5,1.2,0.22
533af81c-3e78-4a63-a9f2-6443826fafc6,739,Low,0.5,1.2,0.22
8b7449a5-c28e-4a25-a90e-2c1eb6fd350b,725,Low,0.5,1.2,0.22
c565a9da-22d1-4277-93ce-4e52d2435a4f,838,Low,0.5,1.2,0.22
8539c64b-b467-4809-a2f9-0d6034866ddc,774,Low,0.5,1.2,0.22
780b7471-b98c-44f4-9fb8-713cc1fd64d1,822,Low,0.5,1.2,0.22
dcca1dcf-3205-459d-afa2-1b9430686038,736,Low,0.5,1.2,0.22
01813481-a6c6-4b6f-9543-68ebd205d292,790,Low,0.5,1.2,0.22
d3c63e11-b280-4d63-97a4-a9ae5146cf4f,745,Low,0.5,1.2,0.22
744309c7-3837-420f-be3d-cf4c2f7cd851,807,Low,0.5,1.2,0.22
05570d56-0c06-4e14-ac42-5e7cceb2cd10,812,Low,0.5,1.2,0.22
1184dff3-12fd-42bf-902b-5d568340c11e,721,Low,0.5,1.2,0.22
513c95c4-3a58-4c16-81d5-0b3e45e07633,834,Low,0.5,1.2,0.22
3f898ea8-979e-4e27-9c89-59c557976717,757,Low,0.5,1.2,0.22
ccfe67b7-e72b-45ef-bcd9-29d4dd9c23f7,819,Low,0.5,1.2,0.22
38cd037d-7da3-4782-ae84-61beb4dac07f,712,Low,0.5,1.2,0.22
988aae55-11a2-4dcf-94b4-ee550fd82652,801,Low,0.5,1.2,0.22
09c72a62-0e96-49c0-b9a6-2deecf83d69f,802,Low,0.5,1.2,0.22
b002a72a-3cbf-42e9-bbcb-7ba885c7f1e8,770,Low,0.5,1.2,0.22
3232c8d2-0618-499b-b234-78b21c54b611,848,Low,0.5,1.2,0.22
1144d1bf-9999-4c6b-a4cc-7b8b48b4065e,760,Low,0.5,1.2,0.22
236598f9-4911-47bb-b2e0-0b4902b18bac,793,Low,0.5,1.2,0.22
6d6e6b53-378a-4bca-9a36-15023e81e82b,785,Low,0.5,1.2,0.22
10528a85-8e15-4043-9696-61b16a11cc34,773,Low,0.5,1.2,0.22
79f6c127-21e9-409e-802b-7f139684cb77,764,Low,0.5,1.2,0.22
c38aef28-9269-4e14-bb51-68cfe54d58eb,806,Low,0.5,1.2,0.22
cb382767-9e6b-4383-ae0e-8a697095a2e9,815,Low,0.5,1.2,0.22
c4af3c93-1deb-4a61-81d0-87781c39c369,769,Low,0.5,1.2,0.22
e7d8abae-df14-4091-a8d3-b80e31d2d9cf,812,Low,0.5,1.2,0.22
aababb79-c0b8-4ae9-a708-29a3ceaec076,768,Low,0.5,1.2,0.22
77907d76-b820-4e06-908f-92c017ffea2e,782,Low,0.5,1.2,0.22
d8a0471b-cad5-417b-ab7a-6b40de4c4436,815,Low,0.5,1.2,0.22
83f5405a-a2b6-422d-9455-81b17394dba0,838,Low,0.5,1.2,0.22
e0b41f3b-40a4-4b6c-9cd2-35ce223d4c23,843,Low,0.5,1.2,0.22
14fd4016-25aa-4c86-85e0-152cf62e9a10,706,Low,0.5,1.2,0.22
cc5f3847-92c1-4c96-aa39-bd13cd80f1d6,847,Low,0.5,1.2,0.22
0a485847-c97c-4c96-a26e-d33617d43aff,765,Low,0.5,1.2,0.22
c0a2b848-8cff-4860-ab95-582d9c0059e8,826,Low,0.5,1.2,0.22
322961e4-efa1-4e84-83c7-d71049ce47e2,799,Low,0.5,1.2,0.22
48da47a5-2690-44c1-ba89-5dc9ca7a2ffb,833,Low,0.5,1.2,0.22
c88d7afa-de07-484f-a643-95723b74c4d2,790,Low,0.5,1.2,0.22
86e31e9f-86b3-493a-bd25-b8f12ae3ed1e,795,Low,0.5,1.2,0.22
487b48d8-725c-47b2-a948-b94e1df576e4,739,Low,0.5,1.2,0.22
0d7bca36-7de3-46c1-98f7-d04ce7062207,773,Low,0.5,1.2,0.22
50cd7aaa-aa6a-463f-811b-4a8711928651,846,Low,0.5,1.2,0.22
ee79af0b-a662-4743-b57a-978483ec1e54,718,Low,0.5,1.2,0.22
fef5e9dc-a942-4aa6-a5d8-e8eecd80c73f,731,Low,0.5,1.2,0.22
4d124190-e551-4a52-b3c7-f44af14b9532,770,Low,0.5,1.2,0.22
565b66a0-df4c-4fb1-a141-e76bfe9f74b1,803,Low,0.5,1.2,0.22
0e1b1b52-06d9-4a31-87d9-eb5f7141d4c3,739,Low,0.5,1.2,0.22
0c8cd081-c94c-4454-b304-2f412dbeda71,700,Low,0.5,1.2,0.22
a07b86db-6f04-48bd-9a8c-e3516a4d84a6,754,Low,0.5,1.2,0.22
cfc8b028-037c-4e2b-834e-3e54c2784901,731,Low,0.5,1.2,0.22
a1645576-b647-41cc-a2ff-a525149bb8c6,757,Low,0.5,1.2,0.22
a878c0ce-1668-4bb7-aa4d-85d6cc182cf1,779,Low,0.5,1.2,0.22
9934e269-b35c-47a0-bbd9-0364893020e8,752,Low,0.5,1.2,0.22
a9d29966-426a-44a4-9592-e09d032626e1,827,Low,0.5,1.2,0.22
7c2c4681-fa60-44b3-9c47-26f276c7c71e,810,Low,0.5,1.2,0.22
75a8e079-8b3d-4fdd-8fbb-02fcb7337a89,705,Low,0.5,1.2,0.22
491c7c75-d094-4692-836f-9e9112010408,845,Low,0.5,1.2,0.22
0b0d6786-a3ed-47c4-a13a-295ee8d753a2,811,Low,0.5,1.2,0.22
c544f9dc-82e4-4437-a38c-6eb4abb44345,784,Low,0.5,1.2,0.22
8747f0fc-ea68-4c58-a93b-2c9120b124a5,744,Low,0.5,1.2,0.22
0a9f8862-b3af-42aa-94d9-52e59bbe7460,812,Low,0.5,1.2,0.22
4e5ee45e-363c-416d-b0e7-a802c861fca8,793,Low,0.5,1.2,0.22
e2ebb679-2107-4fce-9c78-616ff3b901d3,817,Low,0.5,1.2,0.22
2b9719b0-3626-409d-8631-52515d762205,802,Low,0.5,1.2,0.22
d77761d2-86d6-45cc-875c-0cda34391326,788,Low,0.5,1.2,0.22
c8c9ec10-82e2-4895-b9f2-baec661bf2ab,799,Low,0.5,1.2,0.22
dd5d44bb-d7fd-4931-a7c4-dd94853114e9,759,Low,0.5,1.2,0.22
acb0839e-6db8-4fa9-9ba1-7678b416f768,835,Low,0.5,1.2,0.22
1181c787-7bdc-4245-81ee-fa0b9c2dc4f3,773,Low,0.5,1.2,0.22
acac179c-2f54-49ee-8564-c20a07fb2bf1,769,Low,0.5,1.2,0.22
68d90a5d-9f65-4321-b40e-18b1391bba84,731,Low,0.5,1.2,0.22
f455198c-9034-42ab-9698-c387fe9c404c,725,Low,0.5,1.2,0.22
1dee455a-c5ab-4528-88c5-f212d0dc8570,735,Low,0.5,1.2,0.22
8c03fdaf-e4c9-4e34-bbab-2021de23a8e1,769,Low,0.5,1.2,0.22
d29bd325-1e3c-47e2-98b3-6de4c3c54e9d,723,Low,0.5,1.2,0.22
a5765757-005a-4875-83b1-7438641cef7a,765,Low,0.5,1.2,0.22
72d626d0-6609-4ac7-94c4-a8a237ada5cc,818,Low,0.5,1.2,0.22
a7f08ce3-d5ae-4b78-a32f-dd9c28add4da,822,Low,0.5,1.2,0.22
0bac6f4b-c09f-417f-97f4-446070dd8f05,817,Low,0.5,1.2,0.22
827a5a17-3bc1-4dfa-b822-7eae43fb1e93,808,Low,0.5,1.2,0.22
f1d1753b-d7b8-49d6-aa97-06ad0da0d78b,739,Low,0.5,1.2,0.22
b2b09029-1915-40b6-b7a6-296d5d33ce95,787,Low,0.5,1.2,0.22
9d222d0e-b624-48de-b86e-33c8c4ec35f6,837,Low,0.5,1.2,0.22
6a10251c-1dac-408e-8787-746b382a1e52,705,Low,0.5,1.2,0.22
d9a02b1c-6867-488b-985e-85e738a733f0,773,Low,0.5,1.2,0.22
f839b84d-2164-4c3f-bcfd-c4122de69e0b,751,Low,0.5,1.2,0.22
59717427-a3c8-4171-80e7-14ca8b1abeb0,773,Low,0.5,1.2,0.22
860ff90b-2969-46ac-bb93-ac56a2736e03,764,Low,0.5,1.2,0.22
0cf24fd1-054b-40f5-a8f5-2768407f84d5,810,Low,0.5,1.2,0.22
7d6e5f7d-c6a7-4afd-a889-747b4103e6a1,831,Low,0.5,1.2,0.22
e54b5fa2-e387-4d13-a5e9-0b9f851e739f,761,Low,0.5,1.2,0.22
c177c584-bf26-4353-be8c-06b6eac812c1,702,Low,0.5,1.2,0.22
baf183dd-6bca-477e-a136-5e5eedb8ebee,751,Low,0.5,1.2,0.22
974a09e0-9960-496f-a42b-6ed241812bc0,717,Low,0.5,1.2,0.22
5e55f78d-9607-4e5a-b5cc-2a3e494390d6,848,Low,0.5,1.2,0.22
857c112f-d5d4-46c9-88ad-c615c037df89,762,Low,0.5,1.2,0.22
16713848-686a-4a0f-9c0f-03458b25df16,761,Low,0.5,1.2,0.22
f272e3d9-c929-4edb-886d-33766f32074e,802,Low,0.5,1.2,0.22
fcba23e6-74ab-4689-91c9-a1efee0388f0,737,Low,0.5,1.2,0.22
c2f0203b-5a5b-4653-838a-410b26d5dfbb,761,Low,0.5,1.2,0.22
8e08ffbf-5514-4afe-a0f8-f1d5d6724027,770,Low,0.5,1.2,0.22
791c42d5-a8b8-4714-bb4a-bc5010296e9d,787,Low,0.5,1.2,0.22
40871157-5df0-4958-a4c7-62ad0966e790,779,Low,0.5,1.2,0.22
1b0cb962-d0f3-453c-a733-490af2606b3c,796,Low,0.5,1.2,0.22
7244bb45-ebd4-42e6-b6bb-5efc6a661436,735,Low,0.5,1.2,0.22
7e85e602-c06a-48d5-a466-378331dcbece,701,Low,0.5,1.2,0.22
b2d40f44-b7a4-42dd-ad8d-0e1c03da35bf,730,Low,0.5,1.2,0.22
1d677627-eea5-4ea5-8608-307b3e7338f0,778,Low,0.5,1.2,0.22
7ef60939-696c-4007-aea5-54aff5e5f36a,797,Low,0.5,1.2,0.22
0986c32a-81af-4f52-b1d4-8d134f997d5c,715,Low,0.5,1.2,0.22
44e80f9a-58f4-4f2a-91e9-147e308bd704,787,Low,0.5,1.2,0.22
f95a9892-c1b6-4849-a341-e260416a48b7,754,Low,0.5,1.2,0.22
50ee7e1d-dc7c-44d5-bd79-48ac48f32a76,792,Low,0.5,1.2,0.22
5a1b1451-b2ca-466b-8c39-41aabd545fde,818,Low,0.5,1.2,0.22
7ec0dfd8-64c1-4cc9-96d2-d302bbefeaae,754,Low,0.5,1.2,0.22
5497aeca-b2c3-41be-86df-bbc83e94f1fc,797,Low,0.5,1.2,0.22
62c20a16-1b8d-40bf-924c-896571454c18,814,Low,0.5,1.2,0.22
5aaf1b92-c40f-472a-b796-c001baf0da1d,850,Low,0.5,1.2,0.22
b0866ae5-73db-4d04-abd6-646945ec7b6e,726,Low,0.5,1.2,0.22
6ce23723-e81e-4feb-bdce-6720fa1bcdc6,758,Low,0.5,1.2,0.22
06f2571e-8a5f-4b37-af14-c947f9b4c6fd,786,Low,0.5,1.2,0.22
7a516c7b-748c-4dac-95d1-7bfe405ba669,743,Low,0.5,1.2,0.22
f8232809-2f69-42d2-a22e-2445d0a5f906,710,Low,0.5,1.2,0.22
2396b980-e769-4d49-8e76-ceea9ae25d07,813,Low,0.5,1.2,0.22
3437e4b7-979d-40ac-9821-8774b8e48170,754,Low,0.5,1.2,0.22
918643c7-2148-4e71-9772-f453475a31e8,843,Low,0.5,1.2,0.22
bea93941-805b-4bc3-bf50-91f2468c6dc3,766,Low,0.5,1.2,0.22
a01650cd-81fc-47ff-8c25-3f165e2cac0c,710,Low,0.5,1.2,0.22
b3e968c7-438d-4b72-ac5f-7a3f8b17c3a4,702,Low,0.5,1.2,0.22
248ddb9f-0773-4c9e-88d6-001b78a9b734,796,Low,0.5,1.2,0.22
5b58879a-4b05-4a6e-968e-a29bc5593b0b,708,Low,0.5,1.2,0.22
676bb931-e87d-4110-8371-9282e65be6c3,803,Low,0.5,1.2,0.22
83c5049b-21b4-4771-9156-0158fb2b06c7,737,Low,0.5,1.2,0.22
0188c298-75eb-42f8-ac77-5a482138ce6d,786,Low,0.5,1.2,0.22
697cadb8-a9a1-4e8e-a817-9ed41710fc66,702,Low,0.5,1.2,0.22
ed7f733b-49ba-42b6-adf2-73e47e4de78b,807,Low,0.5,1.2,0.22
16e09fb3-c29a-4c3b-a9d9-4e5904dd57ee,786,Low,0.5,1.2,0.22
5d56380e-ba55-4278-a30d-247a70e62994,574,Medium,1.5,2.5,0.55
b7333bf5-05d0-4ccc-ac3b-2f12567c754b,692,Medium,1.5,2.5,0.55
87c9c04b-cba8-4c07-ba7c-9eb86ff41730,583,Medium,1.5,2.5,0.55
15d4b18b-eea8-4b8e-b668-180ddbfb6d2b,635,Medium,1.5,2.5,0.55
36c4b5db-7def-4dd1-adc8-d780f728c1c9,582,Medium,1.5,2.5,0.55
1a60df2f-c0a9-426b-85a1-692a824f850a,661,Medium,1.5,2.5,0.55
7a613e93-0307-49ac-b842-84a176db39df,608,Medium,1.5,2.5,0.55
10db6aa8-7823-4ef6-b25e-e721d2ac1860,589,Medium,1.5,2.5,0.55
444a5b07-b3b1-4a34-83f6-f53f8d66adf4,661,Medium,1.5,2.5,0.55
97f07aff-3443-44b9-aeeb-c1f8fa938b77,684,Medium,1.5,2.5,0.55
3e9381ba-2373-4a46-a5b8-6f8db93a15ce,632,Medium,1.5,2.5,0.55
93390298-d4d6-4a39-b2d2-cff6f8c31bbf,574,Medium,1.5,2.5,0.55
857a1e4f-16d5-4ad0-8a15-153db6d3c501,664,Medium,1.5,2.5,0.55
a14baf4d-44bb-4863-beab-df08c57a20d3,690,Medium,1.5,2.5,0.55
71f09a35-d1a4-4ee8-a701-3256eb587ca9,595,Medium,1.5,2.5,0.55
644f4fe3-8610-4d5f-a262-343b5f451e79,623,Medium,1.5,2.5,0.55
d1582801-8b2b-4cd9-bf0d-e5960fbcbda0,642,Medium,1.5,2.5,0.55
8cfc436e-245d-41be-98b1-d43f7b1efdc0,598,Medium,1.5,2.5,0.55
8fb6cf81-a1ad-4013-9077-cd3b5717696b,633,Medium,1.5,2.5,0.55
7313c0e4-4f6c-4fe2-b74b-bc3164489d8a,559,Medium,1.5,2.5,0.55
1274fec2-23d2-499b-9035-be0dd98aa86f,583,Medium,1.5,2.5,0.55
aa6352c5-5ac7-46ef-b9c0-00db97c6da21,583,Medium,1.5,2.5,0.55
a5e0942b-ad52-4ba0-96a9-b4c2e90f3cfe,579,Medium,1.5,2.5,0.55
1c41c9c8-e363-40db-96c7-8b5030357d9f,607,Medium,1.5,2.5,0.55
3b24428a-e992-4ca3-82f0-f1784410fd81,621,Medium,1.5,2.5,0.55
f0e711ce-cbac-4cc4-a841-83efa189f283,649,Medium,1.5,2.5,0.55
d9dcecc9-f0dc-4436-8a14-6b8d33222f3b,613,Medium,1.5,2.5,0.55
7ee57965-f7fc-4cf4-943e-e3b188443b81,695,Medium,1.5,2.5,0.55
0183ab97-4261-4901-8248-6eee28273fd3,623,Medium,1.5,2.5,0.55
92de1c54-cfa6-4577-8ed0-d86e6ddb6855,662,Medium,1.5,2.5,0.55
c9b4c9c5-7e71-49fa-b4d8-e39a30d34e76,685,Medium,1.5,2.5,0.55
98e8289e-b7a0-43f8-b849-bd25bdfc5c72,677,Medium,1.5,2.5,0.55
55c276af-64b3-4425-b21c-7ad4a152c3b7,641,Medium,1.5,2.5,0.55
cc09fd76-cd5e-4ffa-b5ed-a95427fd0e61,629,Medium,1.5,2.5,0.55
19ed882a-79b3-400f-9c1d-f955329756ac,557,Medium,1.5,2.5,0.55
6cb64c57-6c09-4993-9963-562e89dc4aba,569,Medium,1.5,2.5,0.55
7778f9ee-de75-4218-aa6f-c46486c1bdc7,686,Medium,1.5,2.5,0.55
f8d51349-4a0a-4da0-8950-47c71fd1ae93,616,Medium,1.5,2.5,0.55
3938a371-f742-40fb-98cb-eea791d2c2e3,688,Medium,1.5,2.5,0.55
4a33a259-0b16-478a-b61d-07b660dd6a8e,603,Medium,1.5,2.5,0.55
52224729-fb38-4c32-a0cb-a9afe909c89a,568,Medium,1.5,2.5,0.55
5cb51e81-a011-443b-a2e9-d053d96e7218,629,Medium,1.5,2.5,0.55
95609e88-f8d6-4538-af20-162f96e59aeb,597,Medium,1.5,2.5,0.55
004db853-7300-4077-a8d7-7dd8aea268f4,679,Medium,1.5,2.5,0.55
8360ff17-eba6-4afc-ac5f-3159089942ab,698,Medium,1.5,2.5,0.55
5d28deb9-c85f-410a-a816-24d798df9383,556,Medium,1.5,2.5,0.55
b0bef54e-2647-4ae6-9eeb-a0e5fd63217a,696,Medium,1.5,2.5,0.55
bebb0a3a-b9f3-4c3d-ad40-775f481cffb7,604,Medium,1.5,2.5,0.55
a3148886-3990-432a-97fc-8657a440aeca,657,Medium,1.5,2.5,0.55
44fecebc-6537-429e-912f-ff6f1f7cd8e9,599,Medium,1.5,2.5,0.55
1508ec42-2ab7-457e-8ef3-01afaf04278c,550,Medium,1.5,2.5,0.55
88d8c878-3787-4374-82c2-b52afb546338,603,Medium,1.5,2.5,0.55
69f4edbf-77ae-4c39-a522-03bd921e1925,685,Medium,1.5,2.5,0.55
b04562d0-aa5b-4bdf-9155-0c269b97df9c,674,Medium,1.5,2.5,0.55
4641e7f1-6bb2-42ad-a264-bd739cd96231,568,Medium,1.5,2.5,0.55
c691d39b-0dba-4c83-bfdb-33be4d1f1cad,556,Medium,1.5,2.5,0.55
65debbc8-4d35-41b7-a766-0820601f7742,605,Medium,1.5,2.5,0.55
057de436-b459-425a-98df-e86c5855fbc7,627,Medium,1.5,2.5,0.55
1f85fcd0-d0df-47a3-94bb-086c21a81d54,583,Medium,1.5,2.5,0.55
59063043-5014-411a-bf48-d506470616c0,618,Medium,1.5,2.5,0.55
66697472-6686-44dd-bc0a-062d16163f56,620,Medium,1.5,2.5,0.55
8c45ac27-183f-4d7e-849b-40a4d05f00d0,594,Medium,1.5,2.5,0.55
50c6452d-477a-4d41-bff5-594c134b3989,560,Medium,1.5,2.5,0.55
9ac9e893-a806-4a3a-8575-e1e3ec899390,639,Medium,1.5,2.5,0.55
1711c833-af49-45ce-9d7b-f4054f5c2ac6,638,Medium,1.5,2.5,0.55
040caf7f-ce91-4e8f-ac06-eb2db4caf537,601,Medium,1.5,2.5,0.55
5674d80e-fbed-4f51-b8f5-c3a08094ddd6,682,Medium,1.5,2.5,0.55
169bef41-6ea4-4511-b323-440c4018787f,642,Medium,1.5,2.5,0.55
c4f475d1-8b51-4508-b5b2-57bafa132c09,693,Medium,1.5,2.5,0.55
56e6e0e4-adb3-44da-ac8a-1489bc4385f1,638,Medium,1.5,2.5,0.55
cb6136aa-daf3-47c4-bdcd-a28a9f8315b2,640,Medium,1.5,2.5,0.55
f1bec73e-f37b-4cb7-b293-e236dc778c83,639,Medium,1.5,2.5,0.55
eaa9e53a-80b7-4b1e-a007-26704a4dbe53,633,Medium,1.5,2.5,0.55
3d095c56-abe4-4075-ba2a-9ea2cb9e8c4a,556,Medium,1.5,2.5,0.55
29cbfafb-bd81-4209-acf2-035d877b858f,555,Medium,1.5,2.5,0.55
2794fa5a-cccf-457c-92d3-827c13d868d1,560,Medium,1.5,2.5,0.55
8fb53110-52db-4bc3-a97f-c6458ae20683,645,Medium,1.5,2.5,0.55
2f3daf8c-5f57-4027-bad8-3c77345133de,622,Medium,1.5,2.5,0.55
705612d5-c41c-4bb3-9039-22524c868d6b,649,Medium,1.5,2.5,0.55
a9bcb1a8-2e98-4753-a7d0-4e318b82c715,686,Medium,1.5,2.5,0.55
78364546-a998-4718-bb75-160c5985cebb,603,Medium,1.5,2.5,0.55
1134b9c6-a326-4d6f-a87d-b8a0aec9449f,597,Medium,1.5,2.5,0.55
58350bad-e3f3-4c6a-be1c-3707dfbb4c11,689,Medium,1.5,2.5,0.55
fa84f6a0-1ecc-494f-8b24-90c878a64591,655,Medium,1.5,2.5,0.55
9df4afc5-4b6a-42e4-b76f-a8c352e6ef9e,617,Medium,1.5,2.5,0.55
c5440781-8553-42bc-9768-180ad6180574,568,Medium,1.5,2.5,0.55
07f3b930-35db-41df-940e-03741c173d83,679,Medium,1.5,2.5,0.55
9f4cefac-7d97-41cb-aa64-54323f61fb31,552,Medium,1.5,2.5,0.55
97da6466-2782-40e8-b5e5-3f5565a68caa,674,Medium,1.5,2.5,0.55
a7857bfd-5489-4fd2-9d5c-848f61e6a154,627,Medium,1.5,2.5,0.55
48591c52-0a93-4544-ab64-e7b08d562db3,599,Medium,1.5,2.5,0.55
15bce178-082e-4d36-888f-18d069bec8a6,625,Medium,1.5,2.5,0.55
d2b23053-77c2-4d66-966b-dbe8f8bd8f4b,693,Medium,1.5,2.5,0.55
602b9564-84bd-4391-94ab-fa3ef6b351c9,556,Medium,1.5,2.5,0.55
a239ca29-6e7b-42a2-b3d9-3aeb9110f92d,556,Medium,1.5,2.5,0.55
c92e795b-e219-4b07-97b5-bcc17e6d6c28,603,Medium,1.5,2.5,0.55
ca319370-3a66-4e6d-a46d-007d4e45438d,622,Medium,1.5,2.5,0.55
8a8af97c-df68-4e94-afcf-1f89bae4ec5d,554,Medium,1.5,2.5,0.55
25b713dd-6eed-4730-ab7f-351deaf55984,632,Medium,1.5,2.5,0.55
8569e537-ca7e-439d-ac6c-3dabb42fc3ba,633,Medium,1.5,2.5,0.55
d430bbe8-0c06-4498-8697-cae2d009f597,675,Medium,1.5,2.5,0.55
e7c36309-7f9c-4250-a982-1618db5ca7b3,588,Medium,1.5,2.5,0.55
101ee16a-6ed6-4ae4-ab89-09b6b7eb9a25,679,Medium,1.5,2.5,0.55
528e99fc-04c4-46cb-a82d-e7c8d09e04f9,660,Medium,1.5,2.5,0.55
359c647e-10e9-4265-9fcc-31b46c4131e9,694,Medium,1.5,2.5,0.55
19c95e9f-46a4-4106-b59f-5da78f5b21ac,645,Medium,1.5,2.5,0.55
b116e17f-5e06-4faa-a807-840239aa7423,627,Medium,1.5,2.5,0.55
c0370e92-6a7f-4472-a244-e4a85c0c0238,557,Medium,1.5,2.5,0.55
b3812c28-2d70-45f9-832f-992b48695e48,588,Medium,1.5,2.5,0.55
d667c9f4-5536-4aeb-92ce-2ab3dfe28ddb,696,Medium,1.5,2.5,0.55
25c13461-3683-4e35-a30f-442fddf0bd67,572,Medium,1.5,2.5,0.55
0cdcbc6f-9938-40aa-ac83-807cad5dd2ca,641,Medium,1.5,2.5,0.55
